2.223692417144775391e+00,1.748318791389465332e+00,-2.087629958987236023e-02,-1.687799021601676941e-02,1.428281188011169434e+00,1.732281923294067383e+00,-2.022090181708335876e-02,1.332857489585876465e+00,-1.446655672043561935e-02,-1.619129255414009094e-02,1.337857604026794434e+00,-1.448858808726072311e-02,1.328333377838134766e+00,-2.268406376242637634e-02,1.231888532638549805e+00,-2.212408185005187988e-02
-1.025102450512349606e-03,1.913369745016098022e-01,3.940899670124053955e-02,-2.803657203912734985e-03,4.716748595237731934e-01,2.660703957080841064e-01,-8.306631934829056263e-04,5.024524331092834473e-01,-4.817911423742771149e-03,-2.156832953914999962e-03,6.004102826118469238e-01,-4.981440026313066483e-03,5.323705077171325684e-01,1.070559248328208923e-01,6.497620940208435059e-01,9.218845516443252563e-02
-6.907395087182521820e-03,-8.723556064069271088e-03,6.903114318847656250e-01,6.947319507598876953e-01,-8.506643585860729218e-03,-8.567961864173412323e-03,8.304306864738464355e-01,-9.057592600584030151e-03,6.202937960624694824e-01,6.291364431381225586e-01,-9.662146680057048798e-03,7.281293869018554688e-01,-4.900451749563217163e-03,6.977348327636718750e-01,-1.088052801787853241e-02,8.311809301376342773e-01
5.124476552009582520e-02,4.742919802665710449e-01,-1.805788488127291203e-03,-1.693069469183683395e-03,7.708631157875061035e-01,4.935223460197448730e-01,-1.193838194012641907e-03,6.588039994239807129e-01,-5.045037250965833664e-03,-3.341287607327103615e-03,5.085452198982238770e-01,-5.443914793431758881e-03,2.223163247108459473e-01,-1.101002562791109085e-03,8.352477550506591797e-01,-8.255318389274179935e-04
5.846180915832519531e-01,9.945310354232788086e-01,-6.334919948130846024e-03,-7.373169995844364166e-03,1.100550293922424316e+00,1.001068353652954102e+00,-5.912852007895708084e-03,1.054006576538085938e+00,-1.021389663219451904e-02,-7.122598122805356979e-03,1.018070697784423828e+00,-1.034236326813697815e-02,9.739927053451538086e-01,-6.052764598280191422e-03,1.066741943359375000e+00,-6.281872745603322983e-03
4.522484838962554932e-01,4.924209415912628174e-01,-3.605971811339259148e-03,-2.076023258268833160e-03,6.931965351104736328e-01,5.877442955970764160e-01,-6.091679912060499191e-03,7.951177954673767090e-01,-3.790854942053556442e-03,1.006261408329010010e-01,8.570789098739624023e-01,-4.149492364376783371e-03,8.219371438026428223e-01,-2.418919932097196579e-03,6.530366539955139160e-01,-3.201137296855449677e-03
2.440128564834594727e+00,1.920016407966613770e+00,-2.435255236923694611e-02,-2.049023099243640900e-02,1.506780862808227539e+00,1.870046257972717285e+00,-2.239717915654182434e-02,1.402051806449890137e+00,-1.694520004093647003e-02,-2.043676376342773438e-02,1.402085304260253906e+00,-1.638468168675899506e-02,1.361230373382568359e+00,-2.610933035612106323e-02,1.316690206527709961e+00,-2.440983429551124573e-02
-9.486011229455471039e-03,-6.940641440451145172e-03,7.822356820106506348e-01,6.543936729431152344e-01,-7.641720119863748550e-03,-6.927580107003450394e-03,9.360214471817016602e-01,-9.102901443839073181e-03,9.391646385192871094e-01,7.270268201828002930e-01,-7.256597746163606644e-03,8.921760320663452148e-01,-6.138671655207872391e-03,8.879127502441406250e-01,-8.312099613249301910e-03,7.044008374214172363e-01
-1.167348679155111313e-02,-1.043003518134355545e-02,9.408161640167236328e-01,1.092661023139953613e+00,-1.356321759521961212e-02,-1.062853168696165085e-02,1.197962164878845215e+00,-1.524631585925817490e-02,1.315196156501770020e+00,8.092989921569824219e-01,-1.295615080744028091e-02,1.329379677772521973e+00,-1.195743680000305176e-02,9.092931747436523438e-01,-1.332491263747215271e-02,8.398208022117614746e-01
-1.122560817748308182e-03,1.714579164981842041e-01,2.938843332231044769e-02,3.751934170722961426e-01,5.553299188613891602e-01,2.041553556919097900e-01,-1.669277553446590900e-03,4.810569584369659424e-01,-1.722929184325039387e-03,4.500355422496795654e-01,2.902401983737945557e-01,-1.848791493102908134e-03,-1.626095385290682316e-03,2.138416469097137451e-01,4.925456941127777100e-01,1.362395472824573517e-02
