5.369794368743896484e-01,4.908186793327331543e-01,-2.728148363530635834e-03,-2.950084628537297249e-03,6.726102232933044434e-01,5.276461243629455566e-01,-3.626551944762468338e-03,7.287777066230773926e-01,-5.321503616869449615e-03,-4.519022477325052023e-04,5.976914763450622559e-01,-5.106986500322818756e-03,7.508696913719177246e-01,-2.116383053362369537e-03,5.817815661430358887e-01,-2.696438692510128021e-03
-1.323438918916508555e-04,8.951804041862487793e-02,5.549719557166099548e-02,3.009955585002899170e-01,4.375520348548889160e-01,1.485803872346878052e-01,-4.444998223334550858e-03,4.112361371517181396e-01,-1.478494959883391857e-03,2.819552719593048096e-01,3.088787794113159180e-01,-1.390633988194167614e-03,1.033125668764114380e-01,2.309545576572418213e-01,3.698329031467437744e-01,1.428457349538803101e-01
-1.034267619252204895e-02,-1.117408275604248047e-02,9.245251417160034180e-01,1.268813848495483398e+00,-9.483349509537220001e-03,-1.203991845250129700e-02,7.647062540054321289e-01,-1.127012353390455246e-02,1.337412834167480469e+00,1.154135942459106445e+00,-1.387120969593524933e-02,1.231054902076721191e+00,-1.755848526954650879e-02,9.075874686241149902e-01,-1.043202169239521027e-02,7.686465978622436523e-01
3.429042398929595947e-01,5.372608304023742676e-01,-2.561480738222599030e-03,-4.507548175752162933e-03,6.826089620590209961e-01,5.904877781867980957e-01,-4.883226472884416580e-03,7.009357213973999023e-01,-7.544308900833129883e-03,-3.710656426846981049e-03,7.262203693389892578e-01,-7.657229900360107422e-03,7.217748761177062988e-01,-2.698104595765471458e-03,7.908962965011596680e-01,-4.548039752990007401e-03
-5.511192139238119125e-03,-9.600004181265830994e-03,7.266104817390441895e-01,9.377383589744567871e-01,-6.188762839883565903e-03,-7.908213883638381958e-03,-2.504848525859415531e-04,-2.553105587139725685e-03,7.219828963279724121e-01,1.225374102592468262e+00,-2.992738969624042511e-03,7.214456796646118164e-01,-5.390970967710018158e-03,8.381891846656799316e-01,-3.419385757297277451e-03,9.866344928741455078e-01
5.795767903327941895e-01,6.289755105972290039e-01,-8.578940294682979584e-03,-1.064752321690320969e-02,6.161016225814819336e-01,7.203306555747985840e-01,-6.681025493890047073e-03,8.302383422851562500e-01,-6.817088462412357330e-03,-8.201682008802890778e-03,8.965836763381958008e-01,-7.817252539098262787e-03,9.049723744392395020e-01,-7.198864128440618515e-03,7.104540467262268066e-01,-7.061183918267488480e-03
-8.080371655523777008e-03,-5.032887216657400131e-03,7.238581180572509766e-01,6.072254776954650879e-01,-3.702223766595125198e-03,-4.920736420899629593e-03,8.872941732406616211e-01,-5.479068495333194733e-03,6.607105731964111328e-01,6.171979904174804688e-01,-2.404842991381883621e-03,6.368122100830078125e-01,-1.824348350055515766e-03,7.749730944633483887e-01,-2.076803706586360931e-03,7.733114957809448242e-01
5.991492867469787598e-01,1.031294941902160645e+00,-9.810690768063068390e-03,-8.562052622437477112e-03,1.045016288757324219e+00,9.959947466850280762e-01,-7.158218417316675186e-03,1.045642375946044922e+00,-1.057113148272037506e-02,-1.123884785920381546e-02,9.839914441108703613e-01,-1.150406245142221451e-02,9.374764561653137207e-01,-7.821965031325817108e-03,1.018109321594238281e+00,-7.981647737324237823e-03
1.133770227432250977e+00,1.106587767601013184e+00,-1.060217432677745819e-02,-1.034621708095073700e-02,9.076067209243774414e-01,1.124834418296813965e+00,-1.126576960086822510e-02,9.782619476318359375e-01,-1.215339172631502151e-02,-1.122843101620674133e-02,1.007255554199218750e+00,-1.157708000391721725e-02,9.937041401863098145e-01,-9.957151487469673157e-03,1.036385536193847656e+00,-9.878432378172874451e-03
4.100067913532257080e-01,7.055082917213439941e-01,-5.741783883422613144e-03,-6.946231704205274582e-03,7.938209772109985352e-01,8.256052732467651367e-01,-3.949210979044437408e-03,8.508371114730834961e-01,-9.455035440623760223e-03,-5.119655746966600418e-03,8.536418676376342773e-01,-8.491724729537963867e-03,8.736763596534729004e-01,-4.851144738495349884e-03,8.449671864509582520e-01,-5.928770173341035843e-03
